Wrong,Type,Right,List
safaly,~>,safely,"['safely', 'sadly', 'surely', 'sorely', 'scaly', 'apale', 'capably', 'shapely', 'cavalry', 'safety']"
safe,~>,save,"['some', 'safe', 'sage', 'cafe', 'save', 'sare', 'safer', 'safes', 'cage', 'saga']"
sairs,~>,stairs,"['saies', 'airs', 'sirs', 'stairs', 'sours', 'sayes', 'suits', 'sakes', 'seers', 'sales']"
sais,~>,says,"['did', 'dais', 'said', 'says', 'sails', 'saies', 'days', 'sous', 'sayd', 'sees']"
sais,~>,says,"['dais', 'said', 'says', 'sails', 'saies', 'days', 'sous', 'sayd', 'sees', 'sues']"
sais,~>,says,"['dais', 'said', 'says', 'sails', 'saies', 'days', 'sous', 'sayd', 'sees', 'sues']"
sais,~>,says,"['dais', 'said', 'says', 'sails', 'saies', 'days', 'sous', 'sayd', 'sees', 'sues']"
saled,~>,sailed,"['sales', 'salad', 'dales', 'sealed', 'sled', 'salted', 'sakes', 'sailed', 'sale', 'scaled']"
say,~>,says,"['came', 'said', 's', 'say', 'day', 'sat', 'soy', 'may', 'says', 'a']"
scards,~>,scares,"['scares', 'cards', 'scars', 'scared', 'scarf', 'scores', 'carts', 'cords', 'curds', 'scarse']"
scillfilly,~>,skilfully,"['skillfully', 'skilfully']"
se,~>,see,"['be', 'say', 'show', 'so', 'see', 'do', 'have', 'a', 'take', 'and']"
seach,~>,search,"['search', 'swash', 'detach', 'awash', 'seas', 'sash', 'speech', 'such', 'sich', 'crash']"
secutery,~>,secretary,"['securer', 'security', 'secureity', 'secretary', 'securely', 'secure', 'scurry']"
seid,~>,said,"['said', 'is', 'cried', 'seed', 'arid', 'sed', 'deed', 'sees', 'suit', 'sait']"
seis,~>,says,"['sees', 'seise', 'dais', 'seiz', 'seed', 'said', 'says', 'sues', 'aegis', 'arid']"
seling,~>,selling,"['sealing', 'seeling', 'selling', 'sling', 'ailing', 'dealing', 'dueling', 'delving', 'seeking', 'slung']"
semed,~>,seemed,"['armed', 'seemed', 'seed', 'aimed', 'damed', 'armes', 'deed', 'deemed', 'seemes', 'send']"
sent,~>,went,"['went', 'can', 'set', 'sent', 'can't', 'dent', 'cent', 'send', 'sunt', 'debt']"
sercus,~>,circus,"['serves', 'circus', 'arcus', 'served', 'seekes', 'serues', 'seru', 'series', 'deras', 'serue']"
ses,~>,sex,"['des', 'sed', 'sea', 'sew', 'sex', 'drs', 'seas', 'se', 'sees', 'sets']"
sexeon,~>,second,"['second', 'sexton', 'seen', 'scion', 'section', 'seeing', 'season', 'aeon', 'seein'', 'session']"
sexul,~>,sexual,"['sexual', 'sexy', 'seal', 'sex', 'deal', 'seek', 'sail', 'caul', 'sixe', 'aul']"
shinning,~>,shining,"['shunning', 'chinning', 'sinning', 'shining', 'shimming', 'dinning', 'sunning', 'stunning', 'spinning', 'donning']"
shiy,~>,shy,"['shit', 'ahoy', 'shy', 'shi', 'shiny', 'shot', 'shut', 'she', 'shly', 'shoe']"
shon,~>,shone,"['shin', 'shan', 'shun', 'shorn', 'shown', 'shim', 'shoon', 'son', 'shone', 'chin']"
shool,~>,school,"['shook', 'shoal', 'school', 'stool', 'shill', 'shooks', 'soil', 'shooke', 'shall', 'cool']"
shoold,~>,should,"['should', 'shooks', 'shold', 'shoould', 'shoals', 'shouls', 'shooke', 'ahold', 'schools', 'shook']"
shore,~>,sure,"['sure', 'shore', 'shire', 'chore', 'shure', 'share', 'snore', 'ashore', 'shored', 'shirr']"
shortend,~>,shortened,"['shortens', 'shortened', 'shorten', 'shotted', 'shorthand', 'snorted', 'sorted', 'shored', 'shorter', 'charted']"
shot,~>,shoot,"['do', 'shot', 'shit', 'shod', 'shut', 'shoot', 'ahoy', 'short', 'shout', 'shots']"
shoud,~>,should,"['said', 'shout', 'shoue', 'shroud', 'should', 'shod', 'shoes', 'shied', 'shoot', 'snout']"
shufarling,~>,shuffling,['shuffling']
siad,~>,said,"['said', 'was', 'did', 'is', 'as', 'died', 'sad', 'saw', 'cried', 'dead']"
silinders,~>,cylinders,"['cylinders', 'cylinder', 'cylinder's', 'airliners', 'silences', 'splinters']"
simpl,~>,simple,"['simple', 'simply', 'dump', 'simples', 'simpler', 'sip', 'sink', 'comply', 'compel', 'sinful']"
sinepost,~>,signpost,['signpost']
sinepost,~>,signpost,['signpost']
sinepost,~>,signpost,['signpost']
singl,~>,single,"['single', 'singly', 'sing', 'dingo', 'ding', 'sinful', 'sung', 'song', 'sink', 'sings']"
singpost,~>,signpost,['signpost']
siter,~>,sister,"['sorer', 'sitter', 'surer', 'sister', 'site', 'aider', 'deter', 'sited', 'cider', 'suger']"
siter,~>,sister,"['sorer', 'sitter', 'surer', 'sister', 'site', 'aider', 'deter', 'sited', 'cider', 'suger']"
siting,~>,sitting,"['citing', 'siding', 'airing', 'doting', 'sitting', 'suiting', 'sifting', 'sting', 'smiting', 'aiding']"
siting,~>,sitting,"['citing', 'siding', 'airing', 'doting', 'sitting', 'suiting', 'sifting', 'sting', 'smiting', 'aiding']"
slaughthouse,~>,slaughterhouse,['slaughterhouse']
slaughthouse,~>,slaughterhouse,['slaughterhouse']
slaughthouse,~>,slaughterhouse,['slaughterhouse']
slaughthouse,~>,slaughterhouse,['slaughterhouse']
slaughthouse,~>,slaughterhouse,['slaughterhouse']
sleepey,~>,sleepy,"['sleepy', 'sleepe', 'sleepie', 'sleepest', 'sleepeth', 'sleepily', 'sleepes', 'sleeper', 'asleepe', 'sleep']"
slolly,~>,slowly,"['coolly', 'slily', 'silly', 'sally', 'slowly', 'silky', 'skill', 'solely', 'dally', 'dully']"
smocking,~>,smoking,"['smacking', 'smoking', 'shocking', 'docking', 'smackin', 'sucking', 'sacking', 'shucking', 'stocking', 'smiling']"
sneking,~>,sneaking,"['sneaking', 'shaking', 'smiling', 'smyling', 'seeking', 'smelling', 'smelting', 'sinking', 'snarling', 'smacking']"
sneking,~>,sneaking,"['smoking', 'sneaking', 'shaking', 'smiling', 'smyling', 'sinking', 'making', 'seeking', 'smelling', 'smelting']"
sneking,~>,sneaking,"['smoking', 'sneaking', 'shaking', 'smiling', 'smyling', 'sinking', 'making', 'seeking', 'smelling', 'smelting']"
snowe,~>,snow,"['snowy', 'snowed', 'snow', 'snows', 'showy', 'anode', 'sawe', 'anise', 'shower', 'showed']"
soape,~>,soap,"['soapy', 'soap', 'soaps', 'coupe', 'dope', 'soar', 'slope', 'coap', 'cope', 'cape']"
soled,~>,sold,"['doled', 'soles', 'solid', 'ailed', 'sled', 'sold', 'sole', 'solved', 'sokes', 'souled']"
someon,~>,someone,"['some', 'someone', 'comon', 'domain', 'soon', 'comin', 'cameron', 'sompin', 'aeon', 'amen']"
somes,~>,some,"['come', 'some', 'domes', 'comes', 'domed', 'dimes', 'sines', 'one', 'cones', 'dames']"
somethime,~>,sometimes,"['sometime', 'somethin', 'sometimes', 'something', 'somethin'']"
somethink,~>,something,"['somethin', 'something', 'somethin'']"
somewere,~>,somewhere,"['somewhere', 'somewheres', 'somewhate', 'stoneware', 'someway']"
sopose,~>,suppose,"['spose', 'copse', 'compose', 'souse', 'suppose', 'dispose', 'spouse', 'spos', 'sops', 'douse']"
sory,~>,story,"['story', 'sort', 'sore', 'airy', 'sorry', 'soy', 'dore', 'sire', 'suey', 'core']"
sould,~>,should,"['souls', 'could', 'soule', 'sold', 'soils', 'souled', 'should', 'soul', 'saild', 'soyle']"
sow,~>,saw,"['was', 'saw', 'is', 'set', 'see', 'did', 's', 'does', 'sow', 'sat']"
sow,~>,sows,"['own', 'sow', 'soe', 'cow', 'saw', 'son', 'doe', 'so', 'sows', 'sown']"
sow,~>,saw,"['sat', 'was', 'is', 'saw', 'sow', 'did', 'soe', 'cow', 'doe', 'so']"
spectatoes,~>,spectators,"['spectators', 'spectator', 'spectres']"
spicil,~>,special,"['spoil', 'special', 'spicy', 'spice', 'spicin', 'spic', 'spool', 'civil', 'spill', 'speck']"
spiy,~>,spy,"['it', 'spit', 'spicy', 'spot', 'spy', 'spue', 'split', 'api', 'spite', 'spilt']"
splended,~>,splendid,"['splendid', 'appended', 'splendors', 'slender', 'slanted', 'depended', 'spliced', 'splendor', 'splinter', 'spendest']"
spund,~>,spun,"['spend', 'spins', 'spun', 'spud', 'spans', 'spine', 'spent', 'spume', 'spin', 'spurns']"
squar,~>,square,"['squat', 'square', 'swear', 'squad', 'sear', 'soar', 'sweat', 'squaw', 'sur', 'squared']"
squick,~>,squeak,"['sick', 'squid', 'suck', 'duck', 'sock', 'squeak']"
stabed,~>,stabbed,"['staved', 'staged', 'stabled', 'stabbed', 'staves', 'stoned', 'stages', 'stabs', 'stand', 'stained']"
staidght,~>,straight,"['straight', 'draught']"
staning,~>,standing,"['stoning', 'staining', 'standing', 'atoning', 'craning', 'staging', 'stamping', 'steaming', 'stabbing', 'droning']"
star,~>,car,"['are', 'that', 'star', 'car', 'stair', 'stare', 'stark', 'start', 'starv', 'stars']"
stare,~>,stars,"['stars', 'stare', 'starr', 'state', 'store', 'star', 'starve', 'stared', 'stares', 'starre']"
starte,~>,start,"['starre', 'stare', 'start', 'started', 'starter', 'state', 'startle', 'starry', 'starts', 'starr']"
startes,~>,started,"['started', 'startles', 'stares', 'starts', 'starred', 'states', 'startled', 'statutes', 'stared', 'staqrted']"
stastione,~>,station,"['station', 'stationer', 'stationed', 'stations']"
statmeant,~>,statement,"['statment', 'statement', 'stagnant']"
stayd,~>,stayed,"['stays', 'staid', 'stay', 'stayed', 'sayd', 'steed', 'state', 'drays', 'strays', 'stud']"
stearing,~>,steering,"['steering', 'stearin', 'staring', 'searing', 'shearing', 'strafing', 'seating', 'stating', 'creating', 'storing']"
stearing,~>,staring,"['steering', 'stearin', 'staring', 'searing', 'shearing', 'strafing', 'seating', 'stating', 'creating', 'storing']"
stepe,~>,step,"['shape', 'steps', 'step', 'staff', 'type', 'steepe', 'stage', 'crepe', 'state', 'safe']"
sterret,~>,street,"['street', 'steerer', 'steered', 'stirred', 'starred', 'stirre', 'starter', 'starre', 'stirreth', 'started']"
sters,~>,stairs,"['stairs', 'steps', 'stars', 'stirs', 'asters', 'steers', 'sterns', 'steed', 'steep', 'alters']"
stolon,~>,stolen,"['soon', 'still', 'colon', 'salon', 'sooon', 'stolen', 'solo', 'stolne', 'stain', 'shoon']"
stoped,~>,stopped,"['stopes', 'stooped', 'stopped', 'stomped', 'adoped', 'stupid', 'doped', 'stord', 'stoppes', 'striped']"
stoped,~>,stopped,"['stopes', 'stooped', 'stopped', 'stomped', 'adoped', 'stupid', 'doped', 'stord', 'stoppes', 'striped']"
stoped,~>,stopped,"['stopes', 'stopped', 'stooped', 'stomped', 'adoped', 'stupid', 'doped', 'stord', 'stoppes', 'striped']"
stoped,~>,stopped,"['stopes', 'stooped', 'stopped', 'stomped', 'adoped', 'stupid', 'doped', 'stord', 'stoppes', 'striped']"
stormes,~>,storms,"['stormed', 'storms', 'storme', 'stores', 'stored', 'stones', 'stormy', 'stares', 'stories', 'sores']"
stowl,~>,stole,"['drawl', 'stal', 'crawl', 'shawl', 'scowl', 'stool', 'strow', 'sow', 'stole', 'crow']"
stowle,~>,stolen,"['stole', 'stile', 'stale', 'stoole', 'sole', 'stowed', 'stolne', 'stolen', 'stake', 'stifle']"
stowlen,~>,stolen,"['stolen', 'stole', 'stile', 'stroken']"
stowlen,~>,stolen,"['stolen', 'stole', 'stile', 'stroken']"
stowlen,~>,stolen,"['stolen', 'stole', 'stile', 'stroken']"
stranden,~>,stranded,"['stranding', 'stranded', 'strand', 'strands', 'strafe', 'straiten']"
stright,~>,straight,"['straight', 'aright', 'starlight', 'sight', 'stringy', 'sleight', 'airtight', 'strut', 'stretcht']"
stright,~>,straight,"['straight', 'aright', 'starlight', 'sight', 'stringy', 'sleight', 'airtight', 'strut', 'stretcht']"
stufy,~>,stuffy,"['study', 'stuffy', 'story', 'sturdy', 'stud', 'stufft', 'stay', 'sufi', 'stumpy', 'stuffe']"
suddenel,~>,suddenly,"['sudden', 'suddenly', 'saddened']"
suden,~>,sudden,"['sudden', 'sedan', 'side', 'siren', 'dosen', 'sadden', 'sweden', 'seen', 'sodden', 'sytem']"
sunck,~>,sunk,"['sunk', 'suck', 'dunk', 'duck', 'sink', 'sick', 'sank', 'sock', 'sack', 'suns']"
surpose,~>,suppose,"['surpised', 'surprise', 'surpass', 'suppose', 'depose', 'surface', 'spose', 'derose', 'surplice', 'suffuse']"
tadpolls,~>,tadpoles,['tadpoles']
tallk,~>,talk,"['tall', 'talk', 'tell', 'toll', 'talc', 'tally', 'talke', 'talky', 'talks', 'roll']"
tast,~>,taste,"['day', 'tast', 'test', 'tact', 'tost', 'taste', 'tasty', 'toast', 'tat', 'rust']"
telphoned,~>,telephoned,"['telephoned', 'telephones', 'telephone']"
tern,~>,turn,"['run', 'turn', 'term', 'teen', 'her', 'ten', 'yarn', 'darn', 'ren', 'teens']"
th,~>,the,"['the', 'it', 'th', 'th'', 'tsh', 'thy', 'tho', 't', 'teh', 'thu']"
thaing,~>,taking,"['going', 'thawing', 'thing', 'taking', 'thong', 'tying', 'taint', 'doing', 'thanking', 'taming']"
thak,~>,take,"['the', 'take', 'thank', 'that', 'thei', 'tho', 'tuk', 'tusk', 'thunk', 'thu']"
thats,~>,that's,"['that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus', 'thare']"
thats,~>,that's,"['that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus', 'thare']"
thats,~>,that's,"['that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus', 'thare']"
thats,~>,that's,"['that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus', 'thare']"
thats,~>,that's,"['they', 'that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus']"
thats,~>,that's,"['that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus', 'thare']"
thats,~>,that's,"['that's', 'that', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'has', 'they']"
thats,~>,that's,"['that', 'there', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus']"
thats,~>,that's,"['that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus', 'thare']"
thats,~>,that's,"['that', 'that's', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'thus', 'thare']"
thats,~>,that's,"['that', 'that's', 'has', 'thuds', 'rats', 'thar', 'thugs', 'that'd', 'tars', 'had']"
theat,~>,that,"['the', 'that', 'their', 'this', 'her', 'thet', 'threat', 'theaf', 'they', 'thy']"
thee,~>,the,"['the', 'he', 'they', 'there', 'this', 'thee', 'that', 'ther', 'thei', 'had']"
theer,~>,their,"['their', 'there', 'thee', 'ther', 'three', 'thief', 'thet', 'theree', 'twer', 'theaf']"
their,~>,there,"['they', 'there', 'the', 'these', 'their', 'deer', 'three', 'that', 'theirs', 'heir']"
their,~>,there,"['they', 'there', 'the', 'these', 'their', 'deer', 'three', 'that', 'theirs', 'heir']"
them,~>,then,"['then', 'he', 'the', 'them', 'when', 'thum', 'theme', 'thema', 'thin', 'than']"
theme,~>,them,"['the', 'her', 'thee', 'theme', 'their', 'thema', 'them', 'themes', 'rhyme', 'thine']"
then,~>,them,"['the', 'them', 'him', 'thee', 'this', 'then', 'thin', 'than', 'ten', 'thum']"
then,~>,them,"['the', 'him', 'them', 'that', 'then', 'thin', 'than', 'ten', 'they', 'thum']"
then,~>,them,"['the', 'them', 'him', 'then', 'thin', 'than', 'thy', 'ten', 'thum', 'ren']"
then,~>,them,"['the', 'them', 'him', 'then', 'thin', 'than', 'thy', 'ten', 'thum', 'ren']"
ther,~>,there,"['thee', 'the', 'there', 'her', 'that', 'these', 'ther', 'thet', 'thar', 'their']"
ther,~>,there,"['the', 'there', 'their', 'ther', 'thee', 'thet', 'thar', 'toher', 'that', 'he']"
ther,~>,there,"['these', 'there', 'they', 'the', 'ye', 'thee', 'others', 'that', 'ther', 'thet']"
there,~>,their,"['the', 'their', 'that', 'there', 'thare', 'thee', 'ther', 'theree', 'theare', 'three']"
there,~>,their,"['the', 'their', 'these', 'her', 'there', 'thare', 'thee', 'ther', 'theree', 'theare']"
there,~>,their,"['the', 'that', 'their', 'there', 'three', 'they', 'thare', 'thee', 'ther', 'theree']"
therell,~>,there'll,"['there'll', 'thrill', 'thrall', 'retell', 'there']"
theres,~>,there's,"['there', 'there's', 'threes', 'thees', 'theree', 'thews', 'thirds', 'there'd', 'thereat', 'tetes']"
theres,~>,there's,"['there's', 'there', 'threes', 'thees', 'theree', 'thews', 'thirds', 'there'd', 'thereat', 'tetes']"
theres,~>,there's,"['throws', 'there's', 'termed', 'threw', 'hired', 'there', 'here', 'threes', 'thees', 'thee']"
theres,~>,there's,"['there', 'there's', 'threes', 'thees', 'theree', 'thews', 'thirds', 'there'd', 'thereat', 'tetes']"
theres,~>,there's,"['there', 'there's', 'threes', 'thees', 'theree', 'thews', 'thirds', 'there'd', 'thereat', 'tetes']"
theves,~>,thieves,"['thieves', 'thees', 'thews', 'thrives', 'thewes', 'themes', 'theses', 'others', 'thee', 'threes']"
they,~>,there,"['there', 'he', 'the', 'this', 'that', 'they', 'yet', 'thet', 'thy', 'thee']"
thif,~>,thief,"['the', 'thug', 'thud', 'thief', 'thigh', 'third', 'ther', 'tho', 'thrid', 'thing']"
thinkng,~>,thinking,"['thinking', 'thinning', 'tinking', 'thinkings', 'thinkin', 'thing', 'thinn', 'think', 'tuning', 'timing']"
thoese,~>,these,"['this', 'those', 'these', 'thous', 'rowse', 'toes', 'thease', 'thee', 'throes', 'theses']"
thorugh,~>,thought,"['thought', 'thorough', 'though', 'through', 'tough', 'rough', 'thigh']"
thoy,~>,the,"['thou', 'thy', 'tho', 'toy', 'that', 'thous', 'thout', 'thu', 'toi', 'the']"
thre,~>,there,"['that', 'they', 'he', 'thee', 'thru', 'there', 'thare', 'ther', 'the', 'throe']"
throught,~>,thought,"['thought', 'through', 'brought', 'throughly', 'drought', 'thaught', 'thorough', 'throughput', 'thoght', 'throughout']"
thruogth,~>,through,['through']
tim,~>,time,"['in', 'to', 'rim', 'tin', 'dim', 'rum', 'tun', 'tm', 'ton', 'time']"
to,~>,too,"['do', 'a', 'too', 'you', 'to', 'yo', 'tu', 'ta', 'toi', 'tho']"
tod,~>,told,"['rod', 'toe', 'rid', 'trod', 'toed', 'to', 'toad', 'told', 'tode', 'tis']"
tod,~>,told,"['tied', 'staid', 'of', 'read', 'told', 'as', 'at', 'to', 'is', 'had']"
toled,~>,told,"['tiled', 'doled', 'roles', 'tolled', 'toed', 'tiles', 'tole', 'told', 'toiled', 'yoked']"
tonigth,~>,tonight,"['tonight', 'tough', 'tooth']"
tonigth,~>,tonight,"['tonight', 'tough', 'tooth']"
tonigth,~>,tonight,"['tonight', 'tough', 'tooth']"
too,~>,to,"['to', 'too', 'toi', 'doo', 'roi', 'tool', 'took', 'toto', 'you', 'duo']"
too,~>,to,"['to', 'too', 'toi', 'doo', 'top', 'roi', 'tool', 'took', 'toto', 'you']"
tow,~>,to,"['to', 'down', 'tow', 'row', 'toe', 'yow', 'roe', 'trow', 'town', 'tows']"
towe,~>,towel,"['to', 'rowe', 'towel', 'towed', 'tower', 'towne', 'tow', 'toe', 'tows', 'tode']"
tower,~>,towers,"['toward', 'tower', 'dower', 'towers', 'twer', 'towed', 'toder', 'rowe', 'rowers', 'tier']"
towords,~>,towards,"['towards', 'towardes', 'toward', 'doores', 'roods', 'towed']"
trator,~>,tractor,"['rator', 'traitor', 'tractor', 'rotor', 'tutor', 'reactor', 'realtor', 'trait', 'tractors', 'traitors']"
treee,~>,tree,"['tree', 'tray', 'trade', 'thread', 'three', 'drewe', 'trees', 'truer', 'reed', 'tried']"
tresure,~>,treasure,"['treasure', 'recure', 'treasury', 'resurge', 'treasurer', 'treasured', 'treasures', 'treasur', 'desire', 'reseru']"
trid,~>,tried,"['trod', 'rid', 'triad', 'thrid', 'tri', 'tried', 'tride', 'trot', 'true', 'drie']"
trid,~>,tried,"['trod', 'rid', 'triad', 'thrid', 'tri', 'tried', 'tride', 'trot', 'true', 'drie']"
tring,~>,trying,"['ring', 'trying', 'tiring', 'rung', 'tong', 'toting', 'tung', 'trim', 'throng', 'during']"
trining,~>,trying,"['training', 'droning', 'runing', 'trimming', 'tuning', 'timing', 'draining', 'dining', 'drinking', 'trying']"
triumh,~>,triumph,"['triumph', 'trim', 'triumphs', 'trying', 'trimm', 'triune', 'trough', 'trieth', 'tedium']"
trmp,~>,tramp,"['temp', 'tramp', 'trump', 'tempo', 'tempt', 'tamp', 'trop', 'trip', 'trap', 'drop']"
trmp,~>,tramp,"['temp', 'tramp', 'trump', 'tempo', 'tempt', 'tamp', 'trop', 'trip', 'trap', 'rump']"
trmp,~>,tramp,"['temp', 'tramp', 'trump', 'tempo', 'tempt', 'hemp', 'trap', 'tamp', 'trop', 'trip']"
trmp,~>,tramp,"['temp', 'tramp', 'trump', 'tempo', 'tempt', 'tamp', 'trop', 'trip', 'trap', 'rump']"
troefle,~>,trouble,"['trifle', 'trouble', 'triple', 'treble', 'traile', 'truely', 'troupe', 'rifle', 'trode', 'treadle']"
truble,~>,trouble,"['treble', 'trouble', 'true', 'trebly', 'tribe', 'trundle', 'drunke', 'tremble', 'trobles', 'truly']"
trumh,~>,triumph,"['trim', 'tram', 'drum', 'trimm', 'truth', 'trump', 'rung', 'ruh', 'rum', 'triumph']"
undergroth,~>,undergrowth,"['undergrowth', 'underneath']"
undernethe,~>,underneath,['underneath']
unfitt,~>,unfit,"['unfort', 'unfit', 'unity', 'unfitted', 'unit', 'unfired', 'undid', 'entity', 'untidy', 'invert']"
unispected,~>,unexpected,"['inspected', 'unexpected', 'unsuspected', 'uninfected']"
unlce,~>,uncle,"['once', 'unlike', 'unlade', 'ounce', 'ulcer', 'unlaced', 'une', 'uncle', 'able', 'inly']"
untill,~>,until,"['till', 'untill', 'intill', 'unto', 'until', 'inroll', 'instill', 'enroll', 'infill', 'intial']"
us,~>,is,"['is', 'was', 'had', 's', 'us', 'ys', 'as', 'es', 'os', 'has']"
usally,~>,usually,"['usually', 'ally', 'ideally', 'axially', 'orally', 'usable']"
use,~>,us,"['a', 'his', 'us', 'use', 'one', 'ese', 'ide', 'ouse', 'used', 'uses']"
use't,~>,used,"['user', 'used', 'usest', 'useth', 'ust', 'use', 'upset', 'unset', 'ist', 'inset']"
usfull,~>,useful,"['full', 'useful', 'usefully', 'awfully', 'awful', 'idyll']"
veracular,~>,vernacular,"['vernacular', 'circular', 'vascular', 'vesicular']"
vethn,~>,vet,"['verb', 'vseth', 'vet', 'byth', 'bath', 'betho', 'very', 'bet', 'bethink', 'begun']"
vethn,~>,vet,"['verb', 'vseth', 'vet', 'byth', 'bath', 'betho', 'very', 'bet', 'bethink', 'begun']"
vethn,~>,vet,"['verb', 'vseth', 'vet', 'byth', 'bath', 'betho', 'very', 'bet', 'bethink', 'begun']"
vethn,~>,vet,"['verb', 'vseth', 'vet', 'very', 'bath', 'byth', 'betho', 'bet', 'bethink', 'begun']"
vethn,~>,vet,"['very', 'verb', 'vseth', 'vet', 'bath', 'byth', 'betho', 'bet', 'bethink', 'begun']"
vethn,~>,vet,"['verb', 'vseth', 'vet', 'byth', 'bath', 'betho', 'very', 'bet', 'bethink', 'begun']"
vethn,~>,vet,"['very', 'verb', 'vseth', 'vet', 'bath', 'byth', 'betho', 'bet', 'bethink', 'begun']"
vethn,~>,vet,"['very', 'verb', 'vseth', 'vet', 'byth', 'bath', 'betho', 'bet', 'bethink', 'begun']"
